Postsecondary Enrollment,,,,,,,
,,,,,,,
,,,,,,,
Year,Level,Division,School,Subgroup,Students earning a federally recognized high school diploma,Students enrolled in higher education within 16 months of graduation,Percent
2019,SCH,Nottoway County Public Schools,Nottoway High,All Students,130,61,47
2019,SCH,Nottoway County Public Schools,Nottoway High,Black,56,25,45
2019,SCH,Nottoway County Public Schools,Nottoway High,Economically Disadvantaged,72,26,36
2019,SCH,Nottoway County Public Schools,Nottoway High,English Learners,<,<,<
2019,SCH,Nottoway County Public Schools,Nottoway High,Female,74,43,58
2019,SCH,Nottoway County Public Schools,Nottoway High,Hispanic,<,<,<
2019,SCH,Nottoway County Public Schools,Nottoway High,Male,56,18,32
2019,SCH,Nottoway County Public Schools,Nottoway High,Multiple Races,<,<,<
2019,SCH,Nottoway County Public Schools,Nottoway High,Students with Disabilities,10,<,<
2019,SCH,Nottoway County Public Schools,Nottoway High,White,64,32,50
2019,SCH,Orange County Public Schools,Orange County High ,All Students,370,199,54
2019,SCH,Orange County Public Schools,Orange County High ,Asian,<,<,<
2019,SCH,Orange County Public Schools,Orange County High ,Black,49,28,57
2019,SCH,Orange County Public Schools,Orange County High ,Economically Disadvantaged,148,63,43
2019,SCH,Orange County Public Schools,Orange County High ,English Learners,14,<,<
2019,SCH,Orange County Public Schools,Orange County High ,Female,179,123,69
2019,SCH,Orange County Public Schools,Orange County High ,Hispanic,37,18,49
2019,SCH,Orange County Public Schools,Orange County High ,Male,191,76,40
2019,SCH,Orange County Public Schools,Orange County High ,Multiple Races,25,14,56
2019,SCH,Orange County Public Schools,Orange County High ,Native Hawaiian,<,<,<
2019,SCH,Orange County Public Schools,Orange County High ,Students with Disabilities,18,<,<
2019,SCH,Orange County Public Schools,Orange County High ,White,253,134,53
2019,SCH,Page County Public Schools,Luray High,All Students,123,44,36
2019,SCH,Page County Public Schools,Luray High,Black,<,<,<
2019,SCH,Page County Public Schools,Luray High,Economically Disadvantaged,78,27,35
2019,SCH,Page County Public Schools,Luray High,Female,53,30,57
2019,SCH,Page County Public Schools,Luray High,Hispanic,<,<,<
2019,SCH,Page County Public Schools,Luray High,Male,70,14,20
2019,SCH,Page County Public Schools,Luray High,Multiple Races,<,<,<
2019,SCH,Page County Public Schools,Luray High,Students with Disabilities,<,<,<
2019,SCH,Page County Public Schools,Luray High,White,110,41,37
2019,SCH,Page County Public Schools,Page County High,All Students,133,58,44
2019,SCH,Page County Public Schools,Page County High,Asian,<,<,<
2019,SCH,Page County Public Schools,Page County High,Economically Disadvantaged,66,27,41
2019,SCH,Page County Public Schools,Page County High,English Learners,<,<,<
2019,SCH,Page County Public Schools,Page County High,Female,64,38,59
2019,SCH,Page County Public Schools,Page County High,Hispanic,<,<,<
2019,SCH,Page County Public Schools,Page County High,Male,69,20,29
2019,SCH,Page County Public Schools,Page County High,Multiple Races,<,<,<
2019,SCH,Page County Public Schools,Page County High,Students with Disabilities,<,<,<
2019,SCH,Page County Public Schools,Page County High,White,123,50,41
2019,SCH,Patrick County Public Schools,Patrick County High,All Students,136,77,57
2019,SCH,Patrick County Public Schools,Patrick County High,Asian,<,<,<
2019,SCH,Patrick County Public Schools,Patrick County High,Black,<,<,<
2019,SCH,Patrick County Public Schools,Patrick County High,Economically Disadvantaged,67,32,48
2019,SCH,Patrick County Public Schools,Patrick County High,English Learners,10,<,<
2019,SCH,Patrick County Public Schools,Patrick County High,Female,68,45,66
2019,SCH,Patrick County Public Schools,Patrick County High,Hispanic,11,<,<
2019,SCH,Patrick County Public Schools,Patrick County High,Male,68,32,47
2019,SCH,Patrick County Public Schools,Patrick County High,Multiple Races,<,<,<
2019,SCH,Patrick County Public Schools,Patrick County High,Students with Disabilities,12,<,<
2019,SCH,Patrick County Public Schools,Patrick County High,White,107,59,55
2019,SCH,Petersburg City Public Schools,Petersburg High,All Students,221,96,43
2019,SCH,Petersburg City Public Schools,Petersburg High,American Indian,<,<,<
2019,SCH,Petersburg City Public Schools,Petersburg High,Asian,<,<,<
2019,SCH,Petersburg City Public Schools,Petersburg High,Black,205,87,42
2019,SCH,Petersburg City Public Schools,Petersburg High,Economically Disadvantaged,166,69,42
2019,SCH,Petersburg City Public Schools,Petersburg High,English Learners,<,<,<
2019,SCH,Petersburg City Public Schools,Petersburg High,Female,120,57,48
2019,SCH,Petersburg City Public Schools,Petersburg High,Hispanic,<,<,<
2019,SCH,Petersburg City Public Schools,Petersburg High,Male,101,39,39
2019,SCH,Petersburg City Public Schools,Petersburg High,Multiple Races,<,<,<
2019,SCH,Petersburg City Public Schools,Petersburg High,Students with Disabilities,20,<,<
2019,SCH,Petersburg City Public Schools,Petersburg High,White,<,<,<
2019,SCH,Pittsylvania County Public Schools,Chatham High,All Students,143,77,54
2019,SCH,Pittsylvania County Public Schools,Chatham High,American Indian,<,<,<
2019,SCH,Pittsylvania County Public Schools,Chatham High,Asian,<,<,<
2019,SCH,Pittsylvania County Public Schools,Chatham High,Black,31,14,45
2019,SCH,Pittsylvania County Public Schools,Chatham High,Economically Disadvantaged,75,33,44
2019,SCH,Pittsylvania County Public Schools,Chatham High,English Learners,<,<,<
2019,SCH,Pittsylvania County Public Schools,Chatham High,Female,73,45,62
2019,SCH,Pittsylvania County Public Schools,Chatham High,Hispanic,<,<,<
2019,SCH,Pittsylvania County Public Schools,Chatham High,Male,70,32,46
2019,SCH,Pittsylvania County Public Schools,Chatham High,Multiple Races,<,<,<
2019,SCH,Pittsylvania County Public Schools,Chatham High,Students with Disabilities,23,<,<
2019,SCH,Pittsylvania County Public Schools,Chatham High,White,99,57,58
2019,SCH,Pittsylvania County Public Schools,Dan River High,All Students,153,85,56
2019,SCH,Pittsylvania County Public Schools,Dan River High,American Indian,<,<,<
2019,SCH,Pittsylvania County Public Schools,Dan River High,Black,44,25,57
2019,SCH,Pittsylvania County Public Schools,Dan River High,Economically Disadvantaged,83,37,45
2019,SCH,Pittsylvania County Public Schools,Dan River High,English Learners,<,<,<
2019,SCH,Pittsylvania County Public Schools,Dan River High,Female,84,56,67
2019,SCH,Pittsylvania County Public Schools,Dan River High,Hispanic,<,<,<
2019,SCH,Pittsylvania County Public Schools,Dan River High,Male,69,29,42
2019,SCH,Pittsylvania County Public Schools,Dan River High,Multiple Races,<,<,<
2019,SCH,Pittsylvania County Public Schools,Dan River High,Students with Disabilities,16,<,<
2019,SCH,Pittsylvania County Public Schools,Dan River High,White,102,56,55
2019,SCH,Pittsylvania County Public Schools,Gretna High,All Students,144,72,50
2019,SCH,Pittsylvania County Public Schools,Gretna High,Black,50,27,54
2019,SCH,Pittsylvania County Public Schools,Gretna High,Economically Disadvantaged,92,45,49
2019,SCH,Pittsylvania County Public Schools,Gretna High,Female,67,38,57
2019,SCH,Pittsylvania County Public Schools,Gretna High,Hispanic,<,<,<
2019,SCH,Pittsylvania County Public Schools,Gretna High,Male,77,34,44
2019,SCH,Pittsylvania County Public Schools,Gretna High,Multiple Races,<,<,<
2019,SCH,Pittsylvania County Public Schools,Gretna High,Students with Disabilities,16,<,<
2019,SCH,Pittsylvania County Public Schools,Gretna High,White,84,41,49
2019,SCH,Pittsylvania County Public Schools,Tunstall High,All Students,200,122,61
2019,SCH,Pittsylvania County Public Schools,Tunstall High,Asian,<,<,<
2019,SCH,Pittsylvania County Public Schools,Tunstall High,Black,27,17,63
2019,SCH,Pittsylvania County Public Schools,Tunstall High,Economically Disadvantaged,89,47,53
2019,SCH,Pittsylvania County Public Schools,Tunstall High,English Learners,<,<,<
2019,SCH,Pittsylvania County Public Schools,Tunstall High,Female,91,59,65
2019,SCH,Pittsylvania County Public Schools,Tunstall High,Hispanic,<,<,<
2019,SCH,Pittsylvania County Public Schools,Tunstall High,Male,109,63,58
2019,SCH,Pittsylvania County Public Schools,Tunstall High,Multiple Races,<,<,<
2019,SCH,Pittsylvania County Public Schools,Tunstall High,Students with Disabilities,19,12,63
2019,SCH,Pittsylvania County Public Schools,Tunstall High,White,161,98,61
2019,SCH,Poquoson City Public Schools,Poquoson High,All Students,148,102,69
2019,SCH,Poquoson City Public Schools,Poquoson High,American Indian,<,<,<
2019,SCH,Poquoson City Public Schools,Poquoson High,Asian,<,<,<
2019,SCH,Poquoson City Public Schools,Poquoson High,Economically Disadvantaged,19,<,<
2019,SCH,Poquoson City Public Schools,Poquoson High,Female,70,57,81
2019,SCH,Poquoson City Public Schools,Poquoson High,Hispanic,<,<,<
2019,SCH,Poquoson City Public Schools,Poquoson High,Male,78,45,58
2019,SCH,Poquoson City Public Schools,Poquoson High,Multiple Races,<,<,<
2019,SCH,Poquoson City Public Schools,Poquoson High,Native Hawaiian,<,<,<
2019,SCH,Poquoson City Public Schools,Poquoson High,Students with Disabilities,<,<,<
2019,SCH,Poquoson City Public Schools,Poquoson High,White,131,88,67
2019,SCH,Portsmouth City Public Schools,Churchland High,All Students,376,186,49
2019,SCH,Portsmouth City Public Schools,Churchland High,American Indian,<,<,<
2019,SCH,Portsmouth City Public Schools,Churchland High,Asian,<,<,<
2019,SCH,Portsmouth City Public Schools,Churchland High,Black,256,129,50
2019,SCH,Portsmouth City Public Schools,Churchland High,Economically Disadvantaged,174,78,45
2019,SCH,Portsmouth City Public Schools,Churchland High,English Learners,<,<,<
2019,SCH,Portsmouth City Public Schools,Churchland High,Female,188,107,57
2019,SCH,Portsmouth City Public Schools,Churchland High,Hispanic,16,<,<
2019,SCH,Portsmouth City Public Schools,Churchland High,Male,188,79,42
2019,SCH,Portsmouth City Public Schools,Churchland High,Multiple Races,19,10,53
2019,SCH,Portsmouth City Public Schools,Churchland High,Native Hawaiian,<,<,<
2019,SCH,Portsmouth City Public Schools,Churchland High,Students with Disabilities,41,16,39
2019,SCH,Portsmouth City Public Schools,Churchland High,White,78,35,45
2019,SCH,Portsmouth City Public Schools,I.C. Norcom High,All Students,211,79,37
2019,SCH,Portsmouth City Public Schools,I.C. Norcom High,American Indian,<,<,<
2019,SCH,Portsmouth City Public Schools,I.C. Norcom High,Black,195,74,38
2019,SCH,Portsmouth City Public Schools,I.C. Norcom High,Economically Disadvantaged,131,36,27
2019,SCH,Portsmouth City Public Schools,I.C. Norcom High,Female,115,48,42
2019,SCH,Portsmouth City Public Schools,I.C. Norcom High,Hispanic,<,<,<
2019,SCH,Portsmouth City Public Schools,I.C. Norcom High,Male,96,31,32
2019,SCH,Portsmouth City Public Schools,I.C. Norcom High,Multiple Races,<,<,<
2019,SCH,Portsmouth City Public Schools,I.C. Norcom High,Native Hawaiian,<,<,<
2019,SCH,Portsmouth City Public Schools,I.C. Norcom High,Students with Disabilities,16,<,<
2019,SCH,Portsmouth City Public Schools,I.C. Norcom High,White,<,<,<
2019,SCH,Portsmouth City Public Schools,Manor High,All Students,268,112,42
2019,SCH,Portsmouth City Public Schools,Manor High,American Indian,<,<,<
2019,SCH,Portsmouth City Public Schools,Manor High,Asian,<,<,<
2019,SCH,Portsmouth City Public Schools,Manor High,Black,164,67,41
2019,SCH,Portsmouth City Public Schools,Manor High,Economically Disadvantaged,174,65,37
2019,SCH,Portsmouth City Public Schools,Manor High,English Learners,<,<,<
2019,SCH,Portsmouth City Public Schools,Manor High,Female,138,72,52
2019,SCH,Portsmouth City Public Schools,Manor High,Hispanic,15,<,<
2019,SCH,Portsmouth City Public Schools,Manor High,Male,130,40,31
2019,SCH,Portsmouth City Public Schools,Manor High,Multiple Races,<,<,<
2019,SCH,Portsmouth City Public Schools,Manor High,Students with Disabilities,19,<,<
2019,SCH,Portsmouth City Public Schools,Manor High,White,74,28,38
2019,SCH,Powhatan County Public Schools,Powhatan High,All Students,324,206,64
2019,SCH,Powhatan County Public Schools,Powhatan High,American Indian,<,<,<
2019,SCH,Powhatan County Public Schools,Powhatan High,Asian,<,<,<
2019,SCH,Powhatan County Public Schools,Powhatan High,Black,22,<,<
2019,SCH,Powhatan County Public Schools,Powhatan High,Economically Disadvantaged,65,34,52
2019,SCH,Powhatan County Public Schools,Powhatan High,English Learners,<,<,<
2019,SCH,Powhatan County Public Schools,Powhatan High,Female,169,127,75
2019,SCH,Powhatan County Public Schools,Powhatan High,Hispanic,<,<,<
2019,SCH,Powhatan County Public Schools,Powhatan High,Male,155,79,51
2019,SCH,Powhatan County Public Schools,Powhatan High,Multiple Races,10,<,<
2019,SCH,Powhatan County Public Schools,Powhatan High,Native Hawaiian,<,<,<
2019,SCH,Powhatan County Public Schools,Powhatan High,Students with Disabilities,30,13,43
2019,SCH,Powhatan County Public Schools,Powhatan High,White,279,182,65
2019,SCH,Prince Edward County Public Schools,Prince Edward County High,All Students,125,65,52
2019,SCH,Prince Edward County Public Schools,Prince Edward County High,Asian,<,<,<
2019,SCH,Prince Edward County Public Schools,Prince Edward County High,Black,72,32,44
2019,SCH,Prince Edward County Public Schools,Prince Edward County High,Economically Disadvantaged,70,29,41
2019,SCH,Prince Edward County Public Schools,Prince Edward County High,English Learners,<,<,<
2019,SCH,Prince Edward County Public Schools,Prince Edward County High,Female,69,40,58
2019,SCH,Prince Edward County Public Schools,Prince Edward County High,Hispanic,<,<,<
2019,SCH,Prince Edward County Public Schools,Prince Edward County High,Male,56,25,45
2019,SCH,Prince Edward County Public Schools,Prince Edward County High,Multiple Races,<,<,<
2019,SCH,Prince Edward County Public Schools,Prince Edward County High,Native Hawaiian,<,<,<
2019,SCH,Prince Edward County Public Schools,Prince Edward County High,Students with Disabilities,11,<,<
2019,SCH,Prince Edward County Public Schools,Prince Edward County High,White,44,26,59
2019,SCH,Prince George County Public Schools,Prince George High,All Students,416,235,56
2019,SCH,Prince George County Public Schools,Prince George High,American Indian,<,<,<
2019,SCH,Prince George County Public Schools,Prince George High,Asian,<,<,<
2019,SCH,Prince George County Public Schools,Prince George High,Black,125,76,61
2019,SCH,Prince George County Public Schools,Prince George High,Economically Disadvantaged,158,73,46
2019,SCH,Prince George County Public Schools,Prince George High,English Learners,<,<,<
2019,SCH,Prince George County Public Schools,Prince George High,Female,217,142,65
2019,SCH,Prince George County Public Schools,Prince George High,Hispanic,45,22,49
2019,SCH,Prince George County Public Schools,Prince George High,Male,199,93,47
2019,SCH,Prince George County Public Schools,Prince George High,Multiple Races,26,13,50
2019,SCH,Prince George County Public Schools,Prince George High,Native Hawaiian,<,<,<
2019,SCH,Prince George County Public Schools,Prince George High,Students with Disabilities,42,19,45
2019,SCH,Prince George County Public Schools,Prince George High,White,211,118,56
2019,SCH,Prince William County Public Schools,Battlefield High ,All Students,775,619,80
2019,SCH,Prince William County Public Schools,Battlefield High ,American Indian,<,<,<
2019,SCH,Prince William County Public Schools,Battlefield High ,Asian,98,88,90
2019,SCH,Prince William County Public Schools,Battlefield High ,Black,74,62,84
2019,SCH,Prince William County Public Schools,Battlefield High ,Economically Disadvantaged,84,56,67
2019,SCH,Prince William County Public Schools,Battlefield High ,English Learners,37,25,68
