Teacher Educational Attainment,,,,,
,,,,,
,,,,,
Year,Level,Division,School,Year Percent,Type
2023 - 2024,SCH,Loudoun County Public Schools,Buffalo Trail Elementary,21,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Buffalo Trail Elementary,76,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Buffalo Trail Elementary,1,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Cardinal Ridge Elementary ,31,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Cardinal Ridge Elementary ,55,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Cardinal Ridge Elementary ,1,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Catoctin Elementary,22,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Catoctin Elementary,78,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Catoctin Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Cedar Lane Elementary,23,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Cedar Lane Elementary,74,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Cedar Lane Elementary,1,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Cool Spring Elementary,26,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Cool Spring Elementary,72,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Cool Spring Elementary,2,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Countryside Elementary,38,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Countryside Elementary,60,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Countryside Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Creighton's Corner Elementary,23,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Creighton's Corner Elementary,75,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Creighton's Corner Elementary,1,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Discovery Elementary,25,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Discovery Elementary,70,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Discovery Elementary,1,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Dominion High,27,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Dominion High,65,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Dominion High,6,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Dominion Trail Elementary,33,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Dominion Trail Elementary,66,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Dominion Trail Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Eagle Ridge Middle,29,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Eagle Ridge Middle,71,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Eagle Ridge Middle,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Elaine E. Thompson Elementary,36,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Elaine E. Thompson Elementary,62,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Elaine E. Thompson Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Emerick Elementary,14,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Emerick Elementary,86,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Emerick Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Evergreen Mill Elementary,28,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Evergreen Mill Elementary,70,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Evergreen Mill Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Farmwell Station Middle,31,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Farmwell Station Middle,69,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Farmwell Station Middle,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Forest Grove Elementary,45,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Forest Grove Elementary,50,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Forest Grove Elementary,2,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Frances Hazel Reid Elementary,30,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Frances Hazel Reid Elementary,67,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Frances Hazel Reid Elementary,1,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Frederick Douglass Elementary,24,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Frederick Douglass Elementary,73,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Frederick Douglass Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Freedom High ,29,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Freedom High ,64,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Freedom High ,5,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Goshen Post Elementary,38,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Goshen Post Elementary,61,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Goshen Post Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Guilford Elementary,35,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Guilford Elementary,64,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Guilford Elementary,1,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Hamilton Elementary,19,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Hamilton Elementary,81,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Hamilton Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Harmony Middle,27,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Harmony Middle,69,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Harmony Middle,2,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Harper Park Middle,27,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Harper Park Middle,71,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Harper Park Middle,1,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Heritage High,29,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Heritage High,67,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Heritage High,3,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Hillsboro Charter Academy,15,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Hillsboro Charter Academy,85,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Hillsboro Charter Academy,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Hillside Elementary,24,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Hillside Elementary,76,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Hillside Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Horizon Elementary,26,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Horizon Elementary,72,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Horizon Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Hovatter Elementary,25,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Hovatter Elementary,72,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Hovatter Elementary,1,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Hutchison Farm Elementary,28,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Hutchison Farm Elementary,69,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Hutchison Farm Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Independence High,26,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Independence High,72,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Independence High,2,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,J. Lupton Simpson Middle,33,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,J. Lupton Simpson Middle,62,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,J. Lupton Simpson Middle,3,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,J. Michael Lunsford Middle,31,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,J. Michael Lunsford Middle,68,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,J. Michael Lunsford Middle,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,John Champe High,21,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,John Champe High,78,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,John Champe High,1,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,John W. Tolbert Jr. Elementary ,25,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,John W. Tolbert Jr. Elementary ,75,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,John W. Tolbert Jr. Elementary ,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Kenneth W.Culbert Elementary,21,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Kenneth W.Culbert Elementary,79,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Kenneth W.Culbert Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Leesburg Elementary,27,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Leesburg Elementary,69,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Leesburg Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Legacy Elementary ,31,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Legacy Elementary ,68,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Legacy Elementary ,1,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Liberty Elementary,29,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Liberty Elementary,67,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Liberty Elementary,1,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Lightridge High,24,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Lightridge High,71,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Lightridge High,3,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Lincoln Elementary,12,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Lincoln Elementary,84,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Lincoln Elementary,4,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Little River Elementary,20,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Little River Elementary,78,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Little River Elementary,1,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Loudoun County High,22,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Loudoun County High,74,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Loudoun County High,3,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Loudoun Valley High,24,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Loudoun Valley High,73,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Loudoun Valley High,3,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Lovettsville Elementary,21,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Lovettsville Elementary,79,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Lovettsville Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Lowes Island Elementary,17,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Lowes Island Elementary,80,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Lowes Island Elementary,2,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Lucketts Elementary,24,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Lucketts Elementary,66,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Lucketts Elementary,3,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Madison's Trust Elementary,20,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Madison's Trust Elementary,79,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Madison's Trust Elementary,1,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Meadowland Elementary,31,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Meadowland Elementary,69,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Meadowland Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Mercer Middle ,26,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Mercer Middle ,67,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Mercer Middle ,2,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Middleburg Community Charter,17,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Middleburg Community Charter,83,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Middleburg Community Charter,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Mill Run Elementary,25,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Mill Run Elementary,75,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Mill Run Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Moorefield Station Elementary,33,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Moorefield Station Elementary,65,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Moorefield Station Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Mountain View Elementary,29,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Mountain View Elementary,70,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Mountain View Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Newton-Lee Elementary ,23,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Newton-Lee Elementary ,73,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Newton-Lee Elementary ,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Park View High,28,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Park View High,67,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Park View High,3,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Pinebrook Elementary,36,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Pinebrook Elementary,63,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Pinebrook Elementary,1,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Potomac Falls High,23,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Potomac Falls High,70,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Potomac Falls High,3,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Potowmack Elementary,19,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Potowmack Elementary,78,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Potowmack Elementary,2,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,River Bend Middle,27,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,River Bend Middle,71,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,River Bend Middle,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Riverside High,26,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Riverside High,70,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Riverside High,3,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Rock Ridge High,12,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Rock Ridge High,84,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Rock Ridge High,2,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Rolling Ridge Elementary,26,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Rolling Ridge Elementary,73,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Rolling Ridge Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Rosa Lee Carter Elementary,29,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Rosa Lee Carter Elementary,69,Master's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Rosa Lee Carter Elementary,0,Doctoral Degree
2023 - 2024,SCH,Loudoun County Public Schools,Round Hill Elementary,18,Bachelor's Degree
2023 - 2024,SCH,Loudoun County Public Schools,Round Hill Elementary,82,Master's Degree
